name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
Better Alone,Pangeaux,0.844,0.397,1,-6.613,0,0.144,0.523,0.000323,0.09,0.301,89.018,223820,4,0
OKAY,Hutty,0.723,0.39,5,-12.918,1,0.0378,0.842,0.0028,0.0999,0.32,103.037,152476,4,0
Falling Down,Time To Talk,0.67,0.874,6,-5.972,0,0.0502,0.492,0.00296,0.262,0.495,127.046,183861,4,0
Drugs in California,Transviolet,0.756,0.479,0,-7.114,1,0.0393,0.375,0.283,0.138,0.275,102.033,205294,4,0
The Whole Team Hit,Flight,0.903,0.733,1,-7.78,1,0.364,0.134,0,0.0808,0.518,108.923,150826,4,0
Intruded,Justine Skye,0.633,0.498,9,-5.722,1,0.0418,0.498,7.27E-06,0.173,0.371,107.223,186368,4,0
BACC WEST,YSB Eli,0.859,0.59,8,-8.265,0,0.761,0.0304,0,0.0893,0.49,155.118,148645,4,0
Super Lit Boi,The Image,0.574,0.531,8,-9.384,1,0.0461,0.273,0,0.206,0.713,158.051,209049,4,0
Give Me Some Time,Edson Faiolli,0.638,0.868,9,-5.223,0,0.045,0.00571,0.00272,0.244,0.461,125.963,171429,4,0
Like Quintana (Remix),Jay-Way,0.696,0.502,10,-7.235,1,0.047,0.407,0,0.113,0.224,129.878,175085,4,0
Let Go,Lynnea M,0.553,0.253,0,-8.193,1,0.0324,0.619,0,0.113,0.138,104.489,215307,3,0
Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,4,0
4 Real,Baby Jungle,0.826,0.481,6,-9.239,0,0.304,0.487,0,0.0479,0.394,128.015,136125,4,0
This Love - Radio Edit,Maroon 5,0.688,0.76,5,-9.892,0,0.036,0.0425,0,0.138,0.765,95.048,205027,4,0
Pure Imagination,Sean & Jimbo,0.566,0.385,2,-8.306,0,0.0319,0.0325,0.000126,0.165,0.164,95.14,125088,4,0
Under Ur Spell,moss.,0.727,0.629,6,-8.915,1,0.108,0.0167,0,0.286,0.726,104.936,173714,4,0
Broadway 97,Tito Montana,0.519,0.581,9,-4.222,0,0.355,0.0977,0,0.117,0.362,85.031,195373,4,0
Ocean Drive,SPIRITSAVER,0.308,0.627,8,-8.583,1,0.0724,0.0285,8.17E-06,0.129,0.122,86.497,186489,4,0
Midnight Masquerade,Asher Monroe,0.507,0.743,11,-6.858,0,0.0523,0.123,4.94E-06,0.0962,0.348,116.027,218566,3,0
Next Level,Cyrus Dobre,0.699,0.673,8,-7.031,1,0.418,0.0539,0,0.299,0.239,179.928,145653,3,0
Shells.com,J Money,0.782,0.563,1,-9.521,1,0.24,0.00793,0,0.664,0.556,159.054,253644,4,0
Silly Weight,Rachel Mintz,0.705,0.501,7,-7.459,1,0.0417,0.0068,0,0.114,0.424,90.007,171271,4,0
Are We Are We Not,Band of Silver,0.596,0.931,5,-4.027,0,0.0437,0.0178,0,0.117,0.768,148.05,169483,4,0
So Sick,Ne-Yo,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,207187,4,0
Squeeze,Kenzo Cregan,0.44,0.902,7,-4.903,1,0.085,0.000197,0.000439,0.0739,0.689,158.999,215733,4,0
All We Do,Tito Montana,0.678,0.704,9,-7.796,1,0.0838,0.00957,0,0.0737,0.587,85.945,212093,4,0
SOS,Rihanna,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,238920,4,0
Lovesick Heart Attack,Carl Gershon,0.676,0.758,1,-4.94,1,0.0314,0.0479,0.00406,0.19,0.963,120.056,276815,4,0
London Bridge,Fergie,0.751,0.648,1,-5.394,1,0.241,0.159,0,0.0508,0.678,90.987,208093,4,0
Unfaithful,Rihanna,0.588,0.391,0,-8.596,0,0.0334,0.839,0,0.195,0.349,144.053,224630,4,0
State 2 State,Dj Hard Hitta,0.661,0.657,4,-6.773,1,0.25,0.0705,0,0.503,0.731,96.851,227160,4,0
Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,0
Need You,metr,0.65,0.542,3,-11.762,0,0.065,0.0864,0.017,0.117,0.34,127.996,170747,4,0
Toxic,Prince Carter,0.704,0.486,5,-8.414,0,0.404,0.279,0.000591,0.132,0.604,176.062,178704,4,0
Everytime We Touch - Radio Edit,Cascada,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68E-05,0.371,0.493,142.019,199120,4,0
Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4,0
Radiate,Avenza,0.657,0.89,8,-6.1,0,0.105,0.0125,0.00979,0.0959,0.413,115.099,188609,4,0
Ain't No Other Man,Christina Aguilera,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4,0
Gold Digger,Kanye West,0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,207401,4,0
Grace Kelly,MIKA,0.666,0.715,0,-9.445,1,0.0456,0.0325,0.0283,0.0845,0.699,122.244,188013,4,0
You're Beautiful,James Blunt,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,209493,4,0
Diamonds,Rihanna,0.555,0.715,11,-4.821,0,0.0468,0.00192,0,0.114,0.402,91.951,225147,4,0
The Greatest (feat. Kendrick Lamar),Sia,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4,0
Marry You,Bruno Mars,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926,230120,4,0
Luna - Alex Martura Remix,Jassper,0.832,0.711,7,-4.48,1,0.198,0.147,1.32E-06,0.239,0.368,104.037,147692,4,0
Heathens,Twenty One Pilots,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920,4,0
"Relax, Take It Easy",MIKA,0.694,0.694,6,-8.21,0,0.0328,0.058,0.0126,0.129,0.608,121.876,270000,4,0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,0
Last Day,Two Friends,0.653,0.659,8,-4.892,1,0.0514,0.0457,0,0.265,0.438,102.974,220838,4,0
Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,4,0
Havana,Camila Cabello,0.768,0.517,7,-4.323,0,0.0312,0.186,3.80E-05,0.104,0.418,104.992,216897,4,0
We Need Hope,Bruno Riva,0.509,0.81,0,-5.951,1,0.0842,0.00372,0,0.69,0.36,123.055,211970,4,0
Run the World (Girls),Beyoncé,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72E-05,0.372,0.76,127.086,236093,4,0
Elastic Heart,Sia,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,257200,4,0
Ain't My Fault,Zara Larsson,0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,224031,4,0
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,236002,4,0
Smile,Lily Allen,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,196893,4,0
I'm Not The Only One,Sam Smith,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65E-05,0.0772,0.501,80.994,239317,4,0
Fuck You,Lily Allen,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4,0
PILLOWTALK,ZAYN,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,4,0
Trying to Go Back,Edson Faiolli,0.641,0.706,8,-11.807,0,0.0333,0.0317,0.000805,0.206,0.404,125.974,188948,4,0
Apologize,OneRepublic,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22E-05,0.102,0.502,118.008,208107,4,0
Bye Bye Bye,*NSYNC,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4,0
7 Years,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,237300,4,0
Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,4,0
E.T.,Katy Perry,0.602,0.863,5,-5.423,0,0.0773,0.0178,0,0.389,0.732,150.183,206373,4,0
Take Me to Church,Hozier,0.575,0.664,4,-5.303,0,0.0481,0.637,0,0.116,0.437,129.07,241693,4,0
The Lazy Song,Bruno Mars,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,190213,4,0
This Is What You Came For (feat. Rihanna),Calvin Harris,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,4,0
Cold Water (feat. Justin Bieber & MØ),Major Lazer,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352,4,0
Dark Horse,Katy Perry,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4,0
Habits (Stay High),Tove Lo,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,209160,4,0
Can't Feel My Face,The Weeknd,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,4,0
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,0
Elevate,Conor Ross,0.653,0.897,1,-3.519,1,0.0319,0.000219,0.0136,0.112,0.043,128.026,197674,4,0
Only Girl (In The World),Rihanna,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07E-05,0.069,0.611,125.906,235493,4,0
Maps,Maroon 5,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4,0
Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,0
Just the Way You Are,Bruno Mars,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,0
Destination Calabria,MEDIKAL,0.71,0.54,2,-10.135,1,0.159,0.233,0.00143,0.348,0.373,128.008,236260,4,0
Without You (feat. Usher),David Guetta,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06E-06,0.157,0.402,127.884,208133,4,0
Mr. Saxobeat - Radio Edit,Alexandra Stan,0.723,0.925,11,-4.239,0,0.0502,0.0248,0.000289,0.101,0.781,127.029,195133,4,0
Summer,Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,0
Mercy,Shawn Mendes,0.568,0.686,11,-4.901,0,0.0903,0.133,0,0.11,0.4,148.294,208733,4,0
The Sweet Escape,Gwen Stefani,0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,246467,4,0
Come & Get It,Selena Gomez,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,4,0
Gimme That,Ekoh,0.742,0.75,6,-6.824,0,0.184,0.203,1.45E-05,0.193,0.404,85.026,172941,4,0
Dancing On My Own,Calum Scott,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26E-05,0.0983,0.236,112.663,260285,4,0
All I Want Is You,Sunny Malouf,0.448,0.372,6,-12.84,0,0.276,0.795,1.39E-05,0.15,0.253,135.596,218823,4,0
A Thousand Miles,Vanessa Carlton,0.559,0.845,11,-3.871,1,0.0379,0.222,0,0.164,0.304,94.915,237493,4,0
Girls Like You (feat. Cardi B),Maroon 5,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,0
Forever Mine,Lordnox,0.66,0.55,5,-7.251,1,0.0649,0.229,0,0.0913,0.392,125.968,213338,4,0
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560,4,0
Back To You,Selena Gomez,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26E-06,0.11,0.494,102.036,210240,4,0
Only You (with Little Mix),Cheat Codes,0.607,0.74,4,-4.793,0,0.172,0.0829,0,0.105,0.219,108.05,189401,4,0
As Long As You Love Me,Justin Bieber,0.579,0.871,0,-3.385,0,0.109,0.0679,0,0.353,0.601,139.841,229467,4,0
Rather Be (feat. Jess Glynne),Clean Bandit,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833,4,0
One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4,0
Don't Cha,The Pussycat Dolls,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.003,272080,4,0
Loved by You,Lordnox,0.471,0.646,5,-4.37,0,0.309,0.132,0,0.249,0.415,126.17,190341,4,0
Animals,Maroon 5,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,4,0
Sk8er Boi,Avril Lavigne,0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0,0.358,0.484,149.937,204000,4,0
Raise Your Glass,P!nk,0.7,0.695,7,-4.973,1,0.0897,0.00629,0,0.0319,0.633,122.028,203333,4,0
Kissing Strangers,DNCE,0.776,0.741,7,-5.804,1,0.041,0.0506,0,0.0701,0.854,120.079,202480,4,0
Good Fortune,Alex Martura,0.681,0.807,1,-4.591,1,0.0327,0.192,1.56E-05,0.16,0.504,102.987,196602,4,0
Somewhere Only We Know,Keane,0.445,0.59,9,-6.747,1,0.0258,0.0575,1.08E-05,0.0832,0.334,172.016,237547,4,0
Boom Clap,Charli XCX,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,0
This Is How We Do,Katy Perry,0.69,0.636,9,-6.028,0,0.0457,0.0203,0,0.147,0.8,96,204285,4,0
Crazy In Love (feat. Jay-Z),Beyoncé,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,236133,4,0
I Kissed A Girl,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,4,0
Bad Romance,Lady Gaga,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,4,0
Somebody That I Used To Know,Gotye,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4,0
Forest,Clarv,0.709,0.737,1,-6.515,1,0.0359,0.0434,0.736,0.0951,0.707,125.073,180495,4,0
Umbrella,Rihanna,0.585,0.836,1,-4.572,1,0.134,0.00991,0,0.0448,0.579,173.934,275987,4,0
Lost Again,Junerule,0.812,0.614,7,-5.063,1,0.0484,0.0595,1.62E-05,0.394,0.11,115.03,189228,4,0
Shallow - Radio Edit,Lady Gaga,0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,217213,4,0
FourFiveSeconds,Rihanna,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,188238,4,0
Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,0
On Fire,metr,0.653,0.821,2,-8.318,0,0.0431,0.0265,0.00589,0.236,0.14,128.109,159287,4,0
No Control,SkyRock Project,0.426,0.662,5,-7.329,0,0.126,0.0228,1.23E-06,0.162,0.344,199.88,190785,4,0
Where Is the Love (Wave Remix),Alex Martura,0.793,0.645,2,-9.815,0,0.0443,0.531,0.00021,0.1,0.365,115.98,184138,4,0
See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,4,0
Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,0
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,3,0
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68E-06,0.12,0.508,102.061,207905,4,0
Out Of Love,Alessia Cara,0.481,0.267,7,-9.249,1,0.0339,0.8,0,0.249,0.137,117.64,227693,3,0
Da Funk,MEDIKAL,0.84,0.83,11,-5.217,0,0.148,0.0313,0.0551,0.073,0.695,124.988,207845,4,0
Reality,Eric Vattima,0.59,0.813,8,-6.875,0,0.128,0.00202,0,0.118,0.714,106.169,219718,4,0
Young Ones - RudeLies Remix,Avenza,0.661,0.943,4,-2.52,0,0.0392,0.0188,0.000231,0.272,0.71,128.16,198281,4,0
Outskirts,Sync & Play,0.855,0.339,10,-11.962,1,0.137,0.0847,1.93E-06,0.0577,0.476,110.027,128210,4,0
Flowers - RudeLies Remix,Jacob Tillberg,0.655,0.899,11,-2.314,0,0.0372,0.00273,3.76E-05,0.34,0.707,126.021,175238,4,0
Youth Memories,Fljúga,0.678,0.355,11,-10.102,0,0.0354,0.676,0.17,0.0912,0.158,80.982,183648,4,0
Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233478,4,0
Out of My Head,Prefekt,0.572,0.802,5,-5.286,0,0.0412,0.0125,0.000101,0.135,0.555,174.03,193103,4,0
Flowers,Jacob Tillberg,0.754,0.652,11,-4.924,0,0.0308,0.174,0,0.113,0.474,95.006,192013,4,0
Stay With Me,Sam Smith,0.42,0.435,0,-6.437,1,0.0396,0.573,0.000113,0.11,0.165,84.088,172724,4,0
When I Was Your Man,Bruno Mars,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213827,4,0
Blow Me (One Last Kiss),P!nk,0.597,0.919,7,-2.954,1,0.044,0.000145,0,0.282,0.73,113.987,255587,4,0
I Just Wanna Say,Weisser Quiff,0.669,0.8,3,-5.609,1,0.117,0.358,0,0.241,0.179,105.052,170310,4,0
Three Trees,Jacob Tillberg,0.672,0.628,6,-7.203,1,0.0856,0.192,0.587,0.333,0.159,60.045,185005,4,0
Psycho,metr,0.604,0.851,10,-7.593,0,0.0405,0.00136,0.000228,0.167,0.144,127.97,214224,4,0
Timber (feat. Ke$ha),Pitbull,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,4,0
S&M,Rihanna,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,243533,4,0
Low Low,Kuda,0.81,0.652,8,-10.595,1,0.186,0.0943,0.000502,0.105,0.607,160.114,218250,4,0
Big Girls Don't Cry (Personal),Fergie,0.705,0.494,7,-8.83,1,0.0398,0.233,0,0.0825,0.287,113.085,268533,4,0
Just Dance,Lady Gaga,0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95E-05,0.19,0.679,119.002,241933,4,0
Girlfriend,Avril Lavigne,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4,0
It's You,Rique,0.776,0.592,8,-7.507,0,0.0765,0.191,0.464,0.138,0.43,123.017,171707,4,0
Let You Go,WALWIN,0.677,0.879,11,-4.361,1,0.0426,0.0184,0.000162,0.0768,0.725,112.026,170893,4,0
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307,4,0
Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,4,0
Firework,Katy Perry,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,4,0
Iris,Avenza,0.668,0.758,11,-9.36,0,0.0823,0.121,0.624,0.332,0.0594,114.957,252429,4,0
In Your Eyes,Rique,0.814,0.788,11,-5.9,0,0.113,0.0285,0.00019,0.0691,0.46,123.01,240000,4,0
Blurred Lines,Robin Thicke,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78E-05,0.0783,0.881,120,263053,4,0
Where Is the Love,Alex Martura,0.701,0.942,5,-2.253,1,0.241,0.159,0,0.113,0.57,123.878,183871,4,0
What Can We Do,Rique,0.624,0.657,5,-7.636,0,0.134,0.0419,0,0.22,0.452,104.894,121143,4,0
Poker Face,Lady Gaga,0.849,0.812,4,-4.603,1,0.0746,0.111,3.19E-06,0.0946,0.795,119.002,237200,4,0
I See You,Prefekt,0.814,0.728,4,-5.44,0,0.0583,0.0242,0.0875,0.612,0.962,109.983,202364,4,0
We Found Love,Rihanna,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,215227,4,0
Set Me Free,Hurshel,0.655,0.828,10,-4.256,1,0.0385,0.0756,0.000541,0.111,0.428,139.932,253714,4,0
We Should Tell the Truth,metr,0.808,0.364,7,-12.306,0,0.0753,0.0404,0.947,0.106,0.0484,105.036,267292,4,0
Just Give Me a Reason (feat. Nate Ruess),P!nk,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,0
Back Around,90 Miles,0.59,0.818,0,-7.688,0,0.0513,0.0213,0.000485,0.0809,0.171,120.288,185000,4,0
Payphone,Maroon 5,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,4,0
Gettin' Ratchet,Pretty Shy,0.888,0.781,0,-5.071,1,0.266,0.338,0,0.303,0.698,90.003,142251,4,0
Rolling In The Deep,Adele,0.727,0.76,8,-5.114,1,0.0297,0.13,0,0.0584,0.54,104.941,228141,4,0
Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947,4,0
On The Floor - Radio Edit,Jennifer Lopez,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,4,0
Titanium (feat. Sia),David Guetta,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,0
Royals,Lorde,0.636,0.436,7,-9.524,1,0.139,0.112,0,0.135,0.331,84.804,190185,4,0
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627,4,0
Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,0
One More Night,Maroon 5,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219467,4,0
Sexy And I Know It,LMFAO,0.71,0.851,7,-4.241,1,0.318,0.112,0,0.199,0.822,130.014,199493,4,0
Telephone,Lady Gaga,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,4,0
Domino,Jessie J,0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693,4,0
Hollaback Girl,Gwen Stefani,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17E-06,0.0234,0.904,110.007,199853,4,0
Demons,Imagine Dragons,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4,0
Stitches,Shawn Mendes,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,206880,4,0
Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,4,0
Gives You Hell,The All-American Rejects,0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,213107,4,0
Womanizer,Britney Spears,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,4,0
Teenage Dream,Katy Perry,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,227741,4,0
Problem,Ariana Grande,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.008,193920,4,0
Applause,Lady Gaga,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945,212333,4,0
Everybody Talks,Neon Trees,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4,0
What the Hell,Avril Lavigne,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627,4,0
Round & Round,Selena Gomez & The Scene,0.542,0.713,0,-4.059,1,0.0812,0.00301,0,0.551,0.513,127.894,185880,4,0
Burn,Ellie Goulding,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,231212,4,0
Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,223546,4,0
Fancy,Iggy Azalea,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,4,0
The One That Got Away,Katy Perry,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02E-06,0.156,0.876,133.971,227333,4,0
Really Don't Care,Demi Lovato,0.703,0.733,7,-3.598,1,0.0852,0.111,0,0.119,0.82,121.008,201600,4,0
Girl on Fire,Alicia Keys,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920,4,0
Marry The Night,Lady Gaga,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131.092,264520,4,0
I Love It (feat. Charli XCX),Icona Pop,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,157153,4,0
Worth It (feat. Kid Ink),Fifth Harmony,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,224573,4,0
Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148,4,0
Cake By The Ocean,DNCE,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,219147,4,0
Rich Girl,Gwen Stefani,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49E-05,0.206,0.722,98.018,236213,4,0
Me And My Broken Heart,Rixton,0.541,0.785,5,-4.199,0,0.0364,0.00631,0,0.135,0.503,174.088,193733,4,0
Treasure,Bruno Mars,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,178560,4,0
Cool for the Summer,Demi Lovato,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4,0
Naturally,Selena Gomez & The Scene,0.606,0.902,10,-5.41,0,0.0514,0.0188,0,0.0534,0.876,132.615,202573,4,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.475,0.606,8,-6.646,1,0.0346,0.247,0,0.125,0.282,94.994,252534,4,0
She Will Be Loved,Maroon 5,0.524,0.711,0,-5.494,0,0.0405,0.0567,0,0.134,0.539,203.867,257133,4,0
Talking Body,Tove Lo,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,238427,4,0
Treat You Better,Shawn Mendes,0.748,0.819,10,-4.032,0,0.198,0.13,0,0.111,0.792,110.645,187973,3,0
Send My Love (To Your New Lover),Adele,0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08E-06,0.172,0.565,164.068,223079,4,0
Hold On,Justin Bieber,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813,4,0
Selfish Love (with Selena Gomez),DJ Snake,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,168649,4,0
